17	300	13487	13198
17	300	10792	12889
7	250	11618	11298
22	100	10397	11618
23	300	13232	14107
1	200	13487	11292
17	100	14122	10397
8	250	14771	12264
30	150	11298	11433
6	250	12266	13851
28	250	12264	11292
2	100	10397	11057
11	300	14908	14107
8	300	14771	12892
15	150	13930	12478
29	300	14683	11259
13	100	14679	10397
29	250	11298	11618
2	100	10397	14122
13	300	10821	11433
23	300	12191	13232
27	250	14771	12266
11	250	11618	13930
9	300	12889	11697
28	300	14679	14771
9	250	11278	12266
2	250	10423	12266
14	250	13930	14107
11	150	11298	12953
10	150	14771	13930
11	250	14679	12266
1	100	10721	11433
1	150	11278	13303
18	300	14831	12892
24	300	11066	13232
28	250	12892	12264
6	300	12191	13796
2	150	12892	13204
26	250	13930	11278
3	150	11298	10693
7	250	12266	11292
21	300	14908	13796
19	100	10693	10397
24	300	10821	14307
19	300	12889	14679
27	150	13930	15016
16	300	14869	11292
8	250	12892	11618
19	250	10721	13930
9	150	12892	11298
23	250	12889	14771
14	150	15376	11298
19	300	14107	13891
3	300	11259	12191
26	250	12953	13930
9	100	10397	13487
27	250	11618	11697
21	150	13930	14100
3	150	11298	14771
3	300	15304	10693
13	250	12892	12264
11	300	14027	14307
14	150	13930	13303
10	150	13930	11278
23	150	13487	11298
2	300	11433	15016
17	250	11618	13204
10	100	10140	10397
8	300	10693	11292
27	250	12892	14771
1	150	11697	11298
16	100	10397	12339
7	150	11298	14747
30	150	11298	13495
18	200	13851	11292
24	250	12173	14771
21	150	11292	11298
3	300	13232	15016
18	300	12191	11259
9	150	14524	11298
6	150	11298	15304
3	250	12478	12892
22	250	13930	14100
3	100	13487	13244
27	300	14100	10693
7	100	11298	10397
8	300	11292	14747
10	100	10397	14747
17	300	13891	11292
10	300	10423	11259
26	150	12478	10423
28	100	15304	10397
30	100	14869	11433
21	300	14679	13198
24	150	13303	12953
16	250	13930	10397
29	300	13232	11292
22	150	13303	10397
18	250	13495	14771
30	250	11298	11292
5	300	12889	14771
31	300	12892	13198
2	300	14679	14771
12	300	11259	13495
2	300	10529	15304
8	200	14771	11292
25	300	14107	10140
23	300	10821	15016
25	300	13342	14747
19	300	11292	10693
14	150	13303	13930
14	250	13495	12266
14	300	13232	14771
27	250	11292	11278
21	300	12191	11292
1	300	11697	12451
6	300	14683	13232
24	250	12266	12339
24	100	12478	14771
9	100	10397	14730
17	300	13198	12339
30	200	11298	11292
12	300	12892	12889
21	300	14908	14771
3	100	12889	11433
9	100	10397	14771
10	100	14771	11433
26	250	14107	13930
18	150	11298	12266
5	300	14492	11697
30	300	13198	11259
13	300	12889	14107
26	150	14771	12892
15	100	14027	12953
16	150	13930	12892
23	150	11298	12953
24	250	11618	11292
18	300	10397	10821
11	250	14122	13930
17	300	10800	14107
11	150	11298	13930
21	300	13487	13232
22	150	12892	14771
25	300	10423	14107
11	300	15016	13232
22	300	13487	13342
5	100	13244	13487
5	300	13796	12892
8	300	10800	14893
4	100	14027	11433
28	150	11292	13930
10	100	14869	12478
6	100	12478	12892
18	250	12478	14771
8	250	13204	13930
26	250	12264	14679
3	300	13204	14307
13	300	14570	11292
29	300	13851	15016
26	250	10299	11292
12	300	14908	12889
8	300	12191	10821
18	300	10693	11618
4	300	13232	13931
1	250	13930	10721
5	300	10693	14679
12	300	14679	13232
10	100	14747	11433
23	150	12953	11298
24	150	13303	12478
1	100	12889	11433
30	250	11618	14747
9	150	13930	12892
1	300	12889	10800
12	300	10821	10529
26	300	10821	14122
29	150	13930	12953
20	150	14747	11298
18	300	12191	11292
13	300	13198	13232
5	150	11697	11298
17	150	14771	13930
11	100	11433	14100
24	250	11292	12953
11	250	11697	14771
12	100	13204	13487
18	100	11433	11278
26	250	14107	11618
9	250	12266	12892
25	150	14683	11298
28	300	12889	15016
27	300	11259	10423
6	300	15376	12889
30	150	11298	14908
1	300	13871	13232
17	300	13232	10821
14	300	12889	14831
21	150	11298	10693
20	150	11298	10423
18	250	12266	14679
9	250	12892	13930
8	100	11433	10693
13	300	12889	10423
24	200	11292	13232
7	250	12889	13930
12	150	13303	12889
26	150	11433	11298
22	250	11618	11292
25	300	12889	10821
11	150	12266	12478
11	150	13303	13930
15	150	11298	10721
29	100	12264	10397
9	150	12451	11298
11	300	11259	14683
12	100	14027	12953
1	300	10821	10792
22	300	13891	14893
9	100	13204	12953
15	250	13830	14771
24	300	13232	13198
29	200	14107	11292
5	100	12339	10397
14	300	13204	14730
22	150	12266	11298
10	100	14869	10721
24	300	12191	11259
24	100	11433	12892
19	250	10299	12266
10	300	10800	14107
9	300	10397	14730
15	100	15304	10397
9	300	14107	10800
18	250	13930	14771
22	150	11298	10529
25	150	15304	13930
20	150	11298	14057
12	250	11618	12892
18	300	12889	12892
11	300	14679	14831
23	250	13930	10821
22	300	11259	13198
10	100	10423	10397
13	300	14771	14107
29	300	14122	10821
8	150	13930	11278
3	250	11618	12892
4	100	10721	10397
2	250	14771	12266
21	300	13204	10140
23	200	11278	11292
27	150	11298	12266
30	150	10821	11298
28	250	14771	12892
24	100	12478	12889
29	300	13232	13495
15	100	11433	14771
29	150	10397	11298
13	250	14771	14908
21	150	10721	12892
9	100	10397	10721
15	100	10397	13930
23	200	12889	11292
24	250	12892	10721
25	250	11618	13930
26	150	14524	11298
14	300	14107	12191
20	150	11298	13495
26	150	14771	11298
1	300	10821	13342
6	300	14307	10821
3	300	13871	15016
19	300	11259	12191
22	250	11697	11618
4	100	11433	14747
24	100	10397	14492
1	150	13303	15304
3	100	10397	13930
4	300	13232	11697
27	250	12266	11618
18	200	11298	11292
9	150	11298	10721
27	100	12889	11433
28	250	13204	13930
13	250	12264	11697
30	250	12266	14908
8	300	11292	10721
13	150	14771	12478
30	150	11298	15304
12	300	11259	13495
18	200	14771	11292
19	300	11259	10423
6	300	12892	14771
3	300	12191	11292
23	300	13232	13198
9	150	12478	10721
17	150	14107	11298
19	300	10821	12889
23	300	15304	10821
28	300	11259	13198
16	300	11292	13796
18	300	14679	14107
22	150	11278	11298
30	150	13204	11298
24	250	11618	15304
2	300	12892	13232
28	100	11057	10397
4	300	12892	13796
24	100	14100	10397
27	300	14107	13891
4	300	14771	11292
9	300	12191	12339
13	300	13232	14730
25	300	13232	11433
1	300	14869	14747
25	300	14107	14679
31	300	10693	13198
19	250	11697	12264
8	250	13930	11292
18	250	11292	11618
27	300	13495	10693
7	150	13930	13303
9	150	11298	13487
9	250	12266	12889
11	100	14771	10397
27	300	10423	11292
13	300	12889	14747
26	300	13232	14107
17	150	10423	11298
2	150	11298	12889
31	300	13232	10721
5	100	11278	10397
19	300	10800	14831
26	300	14831	14679
22	150	11298	14683
5	300	10821	14307
4	300	14107	12892
24	150	13204	12892
15	300	11292	12339
30	250	14771	13930
8	100	11057	14869
31	150	14107	13930
14	250	14771	11618
18	150	12953	13303
18	150	12892	13830
9	300	12889	13342
28	150	11298	10423
6	300	14771	14107
9	300	12889	11292
23	300	13204	13198
6	250	12266	14570
28	300	14107	11066
19	250	11278	13930
20	150	13487	11298
16	300	11292	13198
10	200	12266	11292
18	300	14730	13232
25	300	13871	11292
30	100	12953	11697
19	100	13487	11433
27	250	11292	11618
18	300	13204	10821
19	100	10397	14679
14	250	12266	14771
19	150	11298	12953
17	300	14831	10423
12	150	10721	11298
14	300	14893	12892
23	150	14771	11298
7	250	13204	11618
18	150	11298	10721
17	300	13796	14908
18	300	10721	10693
18	300	14683	11259
24	300	14570	12889
9	100	11433	15304
1	300	15016	13232
7	300	14107	13232
25	300	14831	12892
7	300	14107	10821
24	250	13930	12892
18	150	11697	13930
11	300	11066	10693
22	150	12478	15304
30	300	11292	14683
10	150	12892	11298
14	250	13930	13204
21	300	13204	10423
6	100	13495	10397
1	300	10821	12889
27	150	13930	12892
10	300	14057	13232
30	250	12266	13495
4	250	14771	13930
14	250	13930	12266
19	150	11433	11298
19	300	14683	11259
3	250	13495	12264
6	300	14492	10693
14	150	14683	11298
28	300	10821	11697
18	300	11697	10821
1	150	13303	12953
15	100	13303	10397
22	300	12191	10423
1	300	13495	11618
3	250	12892	11618
21	300	11292	13495
7	100	13487	10721
23	300	11292	10721
7	150	11298	15016
10	150	11298	11042
23	250	14771	11618
9	300	14831	11292
4	100	11193	10397
6	300	11057	10821
9	300	12892	12191
10	150	12892	12264
22	250	12266	13930
11	250	12889	13930
10	150	13830	11298
5	150	10721	13303
5	300	14057	14570
22	300	14100	10693
29	200	13851	11292
6	300	11292	13232
1	300	15016	11278
4	100	10397	14027
15	300	12892	12889
23	300	13232	13871
11	250	12266	11697
4	250	13930	13204
25	300	12191	10423
19	150	13930	12889
15	300	11259	12191
25	300	10792	13232
17	300	13495	11259
28	300	11292	13198
21	100	11697	12953
5	150	11298	14679
27	300	13796	11292
8	300	12892	13342
20	150	13930	10721
22	250	11292	14107
29	150	11298	14747
8	250	11298	11618
23	250	13930	14679
28	300	15016	13871
14	100	13204	11193
20	250	11618	13303
13	100	11298	10397
22	250	11292	14747
4	300	14679	14771
6	150	14122	11298
5	150	11298	10423
14	100	13930	10397
5	150	14057	11298
29	250	14771	11618
10	150	13198	11298
7	300	13232	13796
1	250	11042	11618
15	300	13871	12889
20	100	10397	11278
15	300	12892	13232
9	150	13930	12892
11	250	13303	12266
21	300	15016	12889
8	300	14771	14679
4	300	14747	13232
4	100	10397	11278
10	250	11618	13930
15	100	12953	11697
21	300	15376	12889
10	150	13303	15016
17	250	14107	11618
2	300	13232	14679
23	300	14831	10800
3	150	11298	11697
8	300	12892	12191
2	150	11298	10423
24	150	13930	14679
12	300	10821	12191
30	250	14747	13930
10	150	14893	11298
15	250	14679	14771
10	250	12266	12264
28	150	11298	11433
16	250	10721	14771
8	100	14683	12478
30	300	14843	13204
4	100	14869	12892
10	100	11292	12478
6	150	12892	13830
11	250	14771	12264
25	150	11298	14831
6	300	12889	14908
13	100	13198	10397
3	300	11066	10693
16	150	11298	14679
22	250	13204	12266
2	150	10140	11298
15	300	12892	10423
18	300	12191	11259
22	250	12889	14771
6	300	14107	12889
16	100	10397	11433
10	300	11259	10423
9	250	12266	12173
11	100	15304	11433
16	300	10821	12889
22	300	11292	14307
10	300	14107	10397
10	300	11259	10423
24	250	13930	13487
15	300	12889	10800
14	300	14107	12892
17	250	12264	12889
17	250	10721	11618
16	250	12266	11697
25	300	12889	12892
6	300	14107	13232
12	250	14679	12264
22	300	13796	12892
21	250	12892	12478
7	300	11433	11292
22	250	13930	14122
6	100	10397	12339
22	150	11298	14524
27	150	13930	10721
29	250	13930	12953
15	100	10397	11433
25	300	14908	11292
14	250	13204	11618
2	100	11618	10397
6	300	14107	13891
6	300	14107	14747
22	300	10821	10529
26	300	10423	12889
5	300	14107	13232
10	100	11433	11697
29	100	14679	11433
19	300	11292	12191
11	100	11433	10397
7	300	12191	14908
15	300	13796	11292
24	300	14730	13232
13	250	11618	12892
6	300	14831	12892
17	200	11292	10397
26	250	12264	14679
23	150	11298	13495
16	150	13930	14635
20	150	13871	11298
8	300	10821	13204
16	250	12264	14679
29	150	12892	12478
8	300	13931	10821
11	150	13303	12892
5	150	10721	13303
21	300	14683	11292
25	150	11298	11618
14	300	11292	14730
20	250	12266	14107
5	300	14107	13851
19	150	15304	13303
5	100	13487	13871
14	300	12889	10800
13	100	13342	11433
17	300	15016	14492
25	250	13930	11278
9	150	11057	11298
15	150	13851	11298
26	150	11298	10423
29	300	12892	10423
25	300	13232	13495
6	300	14107	14831
13	300	11259	13495
25	100	10397	12892
26	300	10721	13198
20	150	13303	11292
3	300	14893	14747
11	300	12889	14771
3	300	12889	10800
15	150	13851	11298
20	150	10693	11298
26	150	13303	12264
3	300	11292	14492
17	250	14107	13930
24	150	14771	12892
24	100	11433	13244
13	100	10397	10529
23	300	12451	10821
23	100	13487	13342
20	250	13930	10397
22	200	11292	14057
26	300	14831	13232
14	250	14771	13930
20	100	11433	12953
26	300	14100	14107
14	100	10721	13487
19	150	10821	11298
28	250	12264	14771
1	100	10397	11292
18	300	10423	11278
9	300	13198	12892
22	300	14843	13204
14	300	10821	12191
24	100	10397	14100
22	150	12478	11298
27	150	13930	14107
19	300	14635	15016
21	150	13930	15376
29	250	13930	11618
23	100	10397	12264
1	300	10693	14492
10	300	13232	10792
12	100	11697	10397
17	150	11298	14679
29	250	13930	12264
15	300	14771	14107
2	250	11618	12892
24	250	12266	11292
17	250	11618	14027
2	100	13487	14869
10	250	12478	12892
24	300	11259	14683
1	100	14100	10397
19	200	13487	11292
19	250	12266	14771
13	150	11697	13930
5	150	11298	13830
7	250	11618	14679
18	300	10821	10721
19	300	10721	12191
19	250	13204	11618
28	100	14679	11433
7	250	14771	10721
16	100	10397	11057
21	100	13303	11433
21	300	13232	15016
23	250	12478	14771
3	100	10792	10397
11	300	14122	10821
15	300	13232	11292
22	150	11298	13204
3	300	14107	13487
16	300	11618	15016
14	300	11292	12892
25	300	13796	10140
1	300	13232	14107
7	300	14679	14107
21	150	10423	11298
29	250	12266	14057
11	250	14771	12266
12	300	12889	14570
4	300	11292	14908
10	100	10397	12266
15	300	12889	12892
13	100	13303	10397
7	100	13487	12953
20	100	10397	10693
1	200	10423	11292
20	100	11433	11697
22	250	11618	13303
3	300	12191	12892
5	150	10423	13930
14	100	14747	10397
9	150	13303	11298
4	100	14122	10397
13	300	14107	13487
6	300	13232	14492
10	300	10821	12191
21	100	11433	14747
15	100	11433	12892
3	150	10821	11298
22	250	13930	14122
30	250	12264	15304
10	100	12889	12892
18	150	14683	11298
14	250	14679	14771
31	150	11298	14893
7	100	10397	14107
13	150	11298	13930
22	300	15304	14307
8	250	12266	14771
17	300	11292	14893
20	100	10397	12892
8	250	12266	13930
19	150	15016	11298
7	100	10397	12451
15	300	12889	14107
24	300	11292	14747
20	250	14747	13930
21	250	11292	11618
17	300	12892	11292
22	300	10693	11433
4	300	11697	10821
19	150	11298	12339
15	150	11433	11298
26	300	14107	13851
30	300	13204	11057
19	150	13930	11278
1	300	14908	12889
14	250	13303	11618
17	300	12451	10821
19	250	12266	14771
10	300	14107	14679
29	100	10397	14747
1	200	14869	11292
5	300	12889	14107
9	250	11292	11298
18	100	10397	15016
22	250	12953	13930
30	300	10821	10140
12	100	12892	14869
9	150	14570	11298
24	300	10693	14683
15	100	13487	14679
24	150	10423	11298
16	300	13232	14107
28	100	13244	10397
4	100	12892	12478
4	300	10821	11697
8	300	12889	14122
15	250	11618	11292
20	100	13244	14107
21	150	15304	13303
24	300	13232	13495
10	100	10397	10792
3	150	12266	13303
16	250	12953	12266
20	150	13930	13303
28	250	11618	12266
8	150	13204	12478
22	150	14869	11298
15	300	15016	11292
31	300	11292	13487
19	250	14771	14679
29	300	14683	11259
29	300	14730	13232
26	250	13930	14771
4	300	15016	10821
27	300	10721	13232
27	300	14107	13796
10	300	11292	14122
4	250	12892	12266
14	250	13930	12892
20	150	11298	14100
2	300	11292	14869
5	150	14908	11298
24	150	11278	13303
7	300	14869	14057
5	300	13796	12892
10	300	10529	10821
28	300	14107	14869
8	100	14869	12892
22	150	13303	11298
28	150	12892	15016
11	100	11278	10397
11	300	11292	13871
28	300	14893	14057
7	300	13495	11292
29	300	12892	10423
12	100	13198	13487
3	250	12892	12264
15	300	15016	11292
12	100	12478	13303
2	250	13930	11278
29	200	12892	11292
30	100	12953	10397
9	300	11292	10821
16	100	12478	14771
20	300	12892	11292
29	100	10721	11433
7	150	11298	14122
10	250	13930	10792
25	100	10397	14869
19	150	14524	11298
7	300	10397	12892
24	250	12953	13930
17	300	14893	12892
11	300	14635	15016
15	300	13198	14107
16	150	13303	10721
11	300	11292	12892
18	250	14771	14747
9	300	11292	10721
11	300	10821	12889
12	300	10693	14492
15	150	13930	10423
2	300	14869	14107
13	100	13487	10721
12	300	12889	10800
20	300	10821	11697
22	300	11292	14492
29	100	10397	13198
10	150	15016	11298
15	300	12889	10800
13	300	14107	15016
29	300	13796	14747
1	100	10397	13930
12	150	11298	14683
31	300	14107	14908
3	300	11259	14683
7	250	13930	11618
16	300	12953	13342
2	300	10140	14747
24	250	10299	13930
5	300	13232	11057
18	300	11066	12889
27	150	14747	11298
12	300	14831	14057
3	300	14107	14869
4	250	12264	11292
23	300	10693	12892
4	250	13204	11618
3	200	14908	11292
23	100	10397	12266
23	300	10423	11259
29	100	12478	12892
19	150	11278	13930
12	250	12264	12892
27	150	14492	13930
4	250	14679	11618
13	150	13303	13495
23	100	12953	14027
25	300	14107	14679
8	150	11298	14679
24	300	14307	10821
28	150	12478	13204
28	150	11292	13930
31	300	15016	13198
13	100	10397	11057
6	150	11298	14771
29	150	12892	13303
23	250	14771	11618
16	300	14679	13198
29	100	10397	10423
2	100	10397	12953
17	300	14747	11292
9	300	12191	11292
20	300	10821	13198
5	100	10397	14683
28	150	11298	10721
5	300	14679	13796
19	150	11298	10821
4	300	10140	13204
5	250	14107	11618
16	250	14771	14057
23	150	10423	11298
1	300	14908	11292
19	100	14027	12953
22	300	14492	10693
30	150	11298	14747
25	300	13232	14492
28	300	13931	13232
21	150	13930	13487
1	100	11278	10397
29	100	13487	14869
4	300	13851	14107
10	300	12889	14747
22	100	10397	12953
7	150	11298	11292
9	100	14771	13487
27	300	14107	13871
11	300	13204	11292
16	300	12191	13851
16	300	13232	14771
29	300	10140	14747
25	250	14771	11292
3	100	14869	13487
8	300	12889	10792
16	300	11618	13232
17	250	12892	12264
11	100	13342	10397
2	300	14107	14869
9	300	14831	11292
11	100	10397	13204
16	250	11618	11697
31	250	12264	12889
12	100	13487	12889
29	300	11697	15304
14	100	11697	11433
14	150	12892	11298
2	100	11433	10397
7	250	13830	12892
23	250	12953	12266
24	300	12191	10821
21	150	11298	13303
3	250	12892	12478
5	300	14027	14100
20	100	12953	14027
17	300	10821	14747
2	150	11298	10423
4	300	15016	10721
8	100	10397	14524
13	250	14771	11618
11	300	11618	11292
8	300	13487	13232
10	300	14107	14908
19	300	13204	14307
12	100	11697	10397
14	100	12451	10397
22	150	10140	11298
2	100	13487	10529
4	250	12264	13204
13	300	13342	10821
6	300	14679	12889
10	150	14057	11298
11	300	10140	14107
21	300	10800	13796
27	300	10693	10423
29	300	14683	12191
20	300	12892	14107
28	300	15376	12892
25	150	10821	13303
28	100	10397	13931
1	300	14107	13495
2	300	13232	11066
6	100	12953	10397
6	150	12892	10423
12	300	14893	12892
17	300	12892	13796
6	300	13495	12191
15	300	13232	13198
16	250	14771	14908
18	300	14679	14893
22	100	11278	10397
17	150	11298	13198
30	150	11298	15016
30	300	10821	12451
1	100	11278	10397
4	100	14027	10397
18	100	12889	13487
19	150	11298	14771
6	250	12892	13930
11	300	14679	12889
28	300	14679	14893
4	200	14908	11292
10	250	12266	11278
16	100	10821	14869
24	300	11042	10693
2	100	14869	10299
12	300	10792	15304
17	300	12892	14771
22	150	13495	11298
6	150	10693	13303
8	100	13244	10397
15	100	14869	14771
20	300	15016	13204
2	150	14831	11298
5	100	14869	10397
10	100	14679	13487
10	250	14771	14679
8	250	14771	12264
25	150	12892	12173
3	250	13495	12266
5	250	14057	13930
20	250	11292	11618
24	300	11292	14831
22	300	12889	15016
18	250	11618	11042
12	250	14771	11618
11	300	10821	10721
12	250	12266	12264
16	300	13232	12191
17	100	14492	10397
14	300	14908	14831
20	250	11292	12953
26	250	13495	12264
29	100	10397	10693
1	300	12889	10821
5	300	14908	12889
1	300	10821	14730
16	250	11618	11042
3	150	11298	12892
11	300	13232	12889
22	250	11292	14679
23	300	14107	13342
6	300	14831	12889
23	250	12264	12892
16	150	11298	13198
3	300	11259	13495
17	300	12953	13342
20	100	13487	10397
4	150	10693	11298
15	100	10821	10397
25	150	13495	11298
13	300	10693	13232
12	300	14908	11292
14	250	13930	14893
20	150	11298	12451
5	300	10721	14635
26	100	14730	10397
17	100	14747	10397
23	300	13487	14107
28	150	13303	12953
21	300	13232	13495
30	150	11697	11298
3	300	14107	10800
23	150	14679	13930
30	100	15016	14869
13	100	12191	10397
21	150	13303	12889
28	150	14679	11298
29	250	13930	15304
4	250	14908	11618
21	100	13244	10397
16	250	13930	14771
6	150	10693	11298
23	100	10397	12339
19	300	14831	14679
12	300	10821	13198
4	300	11292	13796
6	300	14747	14570
17	150	12892	11618
20	300	14679	14771
9	300	13232	11042
16	300	12889	14492
17	250	10721	12264
27	150	13930	14831
10	300	13204	13487
15	300	14893	14679
11	300	10423	12889
12	150	13930	10721
20	100	14771	10397
27	150	14570	11298
6	300	13232	13204
19	100	15304	10397
31	300	14057	13796
8	300	13232	13796
14	100	10397	11278
19	300	14831	14747
4	300	13232	10423
14	300	10397	13232
21	300	11292	12953
1	250	10721	11618
27	300	12892	12889
28	300	14679	14771
28	150	10423	11298
7	300	14869	14747
14	250	14679	12266
26	150	11298	14747
31	150	13303	13204
13	100	10397	12451
16	150	13303	10397
23	150	12892	11298
25	250	11618	15304
4	200	11292	14679
7	300	14908	14893
19	150	13930	11278
1	300	11697	10821
18	250	13495	12266
2	300	14679	12191
10	100	11042	10397
11	100	14679	11433
26	300	13232	14107
4	100	10397	11298
7	300	12191	14107
29	100	13930	10397
5	300	13232	14122
12	300	14908	11292
15	150	12953	13303
16	150	13930	11298
4	250	11292	13204
8	150	13930	10721
9	150	13930	10423
13	100	14122	13487
15	300	15376	12892
18	100	15016	10397
30	250	11292	14771
4	150	14843	13303
12	200	11292	14747
13	100	12953	13487
1	100	12889	10397
8	100	14771	12478
26	150	13303	12953
29	100	13342	11433
2	300	13495	12191
11	100	12892	12478
14	150	12892	14771
4	100	12889	12478
9	150	13871	11298
23	250	12953	12266
11	250	11618	14908
25	250	12266	11278
9	250	14771	11618
5	150	11298	14747
27	250	15304	11618
9	150	12339	11298
29	100	11433	12889
27	250	11292	14771
14	100	10397	12264
27	150	13303	12478
15	300	12889	14683
2	250	12266	12264
29	150	11298	13930
15	300	12191	14679
24	300	13198	12889
21	300	15016	13487
9	300	11292	14492
12	150	11298	11292
19	300	11433	14107
20	300	14057	12889
23	300	10800	14893
10	300	12892	13796
13	300	13232	13931
13	300	11259	10423
14	150	13303	10397
19	300	11259	13198
11	300	14107	13891
7	300	13871	11292
11	300	13871	13232
7	150	11298	14683
18	300	13796	14057
7	150	13851	11298
29	300	13796	13232
2	300	14893	11292
25	100	14747	13487
30	300	14831	14057
2	250	13930	12266
4	250	11697	11618
9	300	10721	13232
27	250	13495	13930
15	300	10423	11697
17	150	12953	13303
27	300	14679	11292
3	300	13204	11066
30	300	12191	11259
6	300	14679	13796
10	150	12266	11298
17	100	13198	13487
23	300	14107	12889
10	150	11298	14683
16	100	10397	14869
3	150	15376	11298
13	250	13930	14057
20	100	13930	10397
21	300	14107	11618
1	300	10693	11618
10	300	13342	15016
11	200	11292	13487
12	300	12892	12889
13	150	12892	11298
14	150	14843	11298
16	300	13232	12889
31	300	14747	11292
18	250	12266	11618
21	150	13303	15304
24	100	10821	11433
20	100	11193	11697
21	150	10423	13930
23	100	11057	10397
4	100	12339	10397
1	100	11298	11433
26	100	12889	11433
13	200	11292	12892
24	150	10397	11298
23	100	13204	12953
4	300	14107	12191
7	250	14100	13930
16	250	11292	14771
9	150	14492	13303
11	300	11292	12892
30	150	13303	13204
30	300	14679	14107
6	250	14771	11042
22	100	14100	10397
21	300	13204	10693
23	300	11292	12889
14	300	14679	13232
9	300	14107	14679
16	300	14683	11259
19	300	14107	10423
21	150	11298	12266
24	300	13495	11697
24	300	14679	14107
26	300	11292	14107
30	250	10721	11618
21	300	13487	13232
22	250	12892	12264
26	300	12889	11292
8	100	10397	14524
9	300	13198	13232
15	250	11292	14771
6	250	12266	11618
6	300	14107	14057
9	300	14679	14107
15	300	12889	14679
28	300	12191	14908
29	150	11298	13891
7	300	13495	12892
22	300	14771	14908
28	300	12889	12191
9	300	13796	14908
17	300	11259	10140
22	150	13303	11298
26	150	11298	11066
16	250	12173	12892
17	300	10821	14492
19	300	10397	12191
19	300	10140	11259
22	100	10397	11066
10	150	12892	11298
12	250	11292	12892
21	150	13851	11298
13	100	10397	10792
22	100	14057	13487
24	300	12889	15376
25	250	12266	12892
5	300	12191	10693
30	200	11292	14869
